Data,Name,Games,passes completed,forward passes,backward passes,sideways passes,chances created,assists created,avg pass length,shots on target,shots off target
Attacking_16,Y. Bolasie,13,0,0,0,0,0,0.31,0m,0,0
Attacking_16,D. Origi,11,0,0,0,0,0,0.27,0m,0,0
Attacking_16,D. Gray,08,0,0,0,0,0,0.38,0m,0,0
Attacking_16,Nolito,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,J. McClean,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,D. Sturridge,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,L. Koné,11,0,0,0,0,0,0,0m,0.36,0.73
Attacking_16,Bernardo,00,0,0,0,0,0,0,0m,1,1
Attacking_16,Y. Kaboul,10,0,0,0,0,0,0,0m,0.4,0.5
Attacking_16,S. Arfield,12,0,0,0,0,0,0,0m,0.58,1.58
Attacking_16,G. Johnson,05,0,0,0,0,0,0,0m,0.6,0
Attacking_16,V. Kompany,03,0,0,0,0,0,0,0m,1,0
Attacking_16,W. Caballero,03,91,0,65.33,25.33,0,0,8.23m,0,0
Attacking_16,M. Vorm,03,30,0,24,5.67,0,0,8.97m,0,0
Attacking_16,B. Jones,06,0,26.83,0,0,4.33,0,0m,0.67,1.33
Attacking_16,A. Rangel,09,0,12.44,0,0,0,0,0m,0.33,0.22
Attacking_16,J. Barton,01,0,130,0,0,0,0,0m,3,4
Attacking_16,D. Ayala,06,0,10.33,0,0,0,0,0m,0.67,0.83
Attacking_16,J. Navas,08,0,31.13,0,0,0,0,0m,0.25,0.5
Attacking_16,M. Niang,00,0,0,0,0,0,2,0m,0,0
Attacking_16,A. Young,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,L. Shaw,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,A. Ayew,05,0,0,0,0,0,0.6,0m,0,0
Attacking_16,K. Grosicki,00,0,0,0,0,0,3,0m,0,0
Attacking_16,S. Byram,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,I. Slimani,07,0,0,0,0,0,0.57,0m,0,0
Attacking_16,M. Barrow,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,A. Carroll,01,0,0,0,0,0,1,0m,0,0
Attacking_16,D. Love,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,B. Afobe,10,0,0,0,0,0,0.2,0m,0,0
Attacking_16,K. Gibbs,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,M. Diouf,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,S. Vokes,13,0,0,0,0,0,0.23,0m,0,0
Attacking_16,A. Barnes,05,0,0,0,0,0,0.4,0m,0,0
Attacking_16,V. Janssen,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,J. McCarthy,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,A. Moreno,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,E. Valencia,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,L. Chung-Yong,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,M. Holgate,03,0,0,0,0,0,0,0m,1,0.67
Attacking_16,M. van der Hoorn,05,0,0,0,0,0,0,0m,0.4,0
Attacking_16,J. Denayer,06,0,0,0,0,0,0,0m,0.33,0
Attacking_16,A. N'Diaye,00,0,158,0,0,4,0,0m,3,4
Attacking_16,F. Borini,02,0,100.5,0,0,7.5,0,0m,7,4.5
Attacking_16,C. Austin,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,V. Fischer,08,0,0,0,0,0,0.38,0m,0,0
Attacking_16,I. Success,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,J. Ayew,00,0,0,0,0,0,3,0m,0,0
Attacking_16,S. Long,09,0,0,0,0,0,0.11,0m,0,0
Attacking_16,P. Crouch,07,0,0,0,0,0,0.29,0m,0,0
Attacking_16,N. Chalobah,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,E. Fryers,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,O. Giroud,07,0,0,0,0,0,0.43,0m,0,0
Attacking_16,O. Ighalo,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,O. Niasse,00,0,0,0,0,0,1,0m,0,0
Attacking_16,L. Grabban,03,0,0,0,0,0,0.33,0m,0,0
Attacking_16,S. Okazaki,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,G. Jesus,00,0,0,0,0,0,4,0m,0,0
Attacking_16,D. Watmore,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,L. Narsingh,00,0,0,0,0,0,3,0m,0,0
Attacking_16,R. Sobhi,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,A. Hernández,10,0,0,0,0,0,0.2,0m,0,0
Attacking_16,A. Lennon,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,J. Montero,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,W. Khazri,07,0,0,0,0,0,0,0m,1.43,1.14
Attacking_16,L. Cattermole,02,0,0,0,0,0,0,0m,0.5,1.5
Attacking_16,T. Mings,00,0,0,0,0,0,0,0m,1,0
Attacking_16,R. Holding,03,0,0,0,0,0,0,0m,0.67,0.33
Attacking_16,Fabio,02,0,0,0,0,0,0,0m,1,1
Attacking_16,M. Olsson,00,0,0,0,0,0,0,0m,4,0
Attacking_16,A. King,09,0,0,0,0,0,0,0m,0.78,0
Attacking_16,E. Fernandes,06,0,0,0,0,0,0,0m,0.67,0
Attacking_16,K. Nordfeldt,00,17,0,11,6,0,0,26.3m,0,0
Attacking_16,A. Begovic,00,33,0,24,6,0,0,25.48m,0,0
Attacking_16,V. Behrami,13,0,11.77,0,0,0.38,0,0m,0,0.46
Attacking_16,L. Milivojevic,00,0,107,0,0,0,0,0m,4,6
Attacking_16,H. Nordtveit,06,0,14.33,0,0,0,0,0m,0.17,0.33
Attacking_16,J. Walters,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,J. Rodriguez,06,0,0,0,0,0,0.33,0m,0,0
Attacking_16,K. Iheanacho,08,0,0,0,0,0,0.38,0m,0,0
Attacking_16,S. Maloney,05,0,0,0,0,0,0.4,0m,0,0
Attacking_16,G. Töre,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,M. Batshuayi,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,D. Welbeck,00,0,0,0,0,0,2,0m,0,0
Attacking_16,N. Dyer,02,0,0,0,0,0,0.5,0m,0,0
Attacking_16,H. Robson-Kanu,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,F. Lesniak,00,0,0,0,0,0,1,0m,0,0
Attacking_16,J. Sims,02,0,0,0,0,0,0.5,0m,0,0
Attacking_16,J. Leko,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,B. Ivanovic,09,0,0,0,0,0,0,0m,0.22,0.44
Attacking_16,D. Meyler,12,0,0,0,0,0,0,0m,0.25,0.25
Attacking_16,J. Ledley,10,0,0,0,0,0,0,0m,0.1,0.1
Attacking_16,P. Bardsley,09,0,0,0,0,0,0,0m,0.22,0.89
Attacking_16,J. Terry,05,0,0,0,0,0,0,0m,0.4,0
Attacking_16,R. Mason,10,0,0,0,0,0,0,0m,0.4,0
Attacking_16,G. Leadbitter,02,0,0,0,0,0,0,0m,1.5,0
Attacking_16,W. Morgan,13,0,0,0,0,0,0,0m,0.23,0
Attacking_17,K. De Bruyne,37,58.27,18.68,22.86,16.46,2.84,0.43,0.43m,1.05,0.84
Attacking_17,G. Xhaka,38,69.55,17.5,30.79,20.92,1.03,0.18,0.45m,0.45,0.82
Attacking_17,N. Otamendi,34,81.97,7.85,42.26,31.5,0.32,0,0.51m,0.29,0.47
Attacking_17,Fernandinho,34,77.15,16.41,34.18,26.24,0.59,0.09,0.44m,0.56,0.5
Attacking_17,C. Eriksen,37,48.24,17.51,18.38,12.24,2.57,0.27,0.47m,1.05,0.57
Attacking_17,D. Silva,29,73.1,25.59,27.62,19.72,2.03,0.38,0.47m,0.69,0.76
Attacking_17,C. Azpilicueta,37,63.41,15.62,30.46,16.84,0.81,0.16,0.44m,0.08,0.19
Attacking_17,N. Matic,36,61.03,11.67,27.28,21.81,0.64,0.03,0.47m,0.06,0.28
Attacking_17,K. Walker,32,63.78,23.41,24.25,15.75,0.91,0.19,0.49m,0.03,0.28
Attacking_17,J. Vertonghen,36,58,8.83,30.61,18.14,0.33,0,0.55m,0.08,0.22
Attacking_17,C. Fàbregas,32,52.66,11.97,27.41,12.91,2.78,0.13,0.53m,0.31,0.41
Attacking_17,E. Dier,34,55.53,10.41,27.09,17.68,0.44,0.06,0.55m,0.21,0.47
Attacking_17,A. Doucouré,37,49.95,12.59,20.54,16.62,1.08,0.08,0.42m,0.46,0.54
Attacking_17,N. Kanté,34,55.91,13.71,23.53,18.44,1.09,0.03,0.44m,0.15,0.18
Attacking_17,M. Özil,26,58.92,16.92,25.85,15.69,3.19,0.27,0.55m,0.5,0.46
Attacking_17,J. Henderson,27,63.59,15.11,26.59,21.63,0.93,0.04,0.67m,0.11,0.3
Attacking_17,N. Pope,35,7.94,0,7.49,0.2,0.11,0,1.31m,0,0
Attacking_17,P. Pogba,27,53.56,11.56,23.59,18.04,1.33,0.33,0.57m,0.67,1.07
Attacking_17,D. Sánchez,31,52.39,6.55,29.94,15.58,0.13,0,0.64m,0.03,0.16
Attacking_17,B. Myhill,01,6,0,6,0,0,0,46.18m,0,0
Attacking_17,V. van Dijk,26,0,5.92,0,0,0,0,0m,0.23,0.62
Attacking_17,H. Bellerín,35,0,19.29,0,0,0,0.09,0m,0.23,0.31
Attacking_17,B. Foster,37,0,0,0,0.3,0.05,0,0m,0,0
Attacking_17,J. Lössl,38,0,0,0,0,0,0.03,0m,0,0
Attacking_17,J. Hart,19,0,0,0,0,0,0.05,0m,0,0
Attacking_17,D. Stephens,36,0,0,0,0,0,0.06,0m,0,0
Attacking_17,E. Hazard,34,0,0,0,0,0,0.12,0m,0,0
Attacking_17,J. Butland,35,11.51,0,10.86,0.4,0.03,0,1.22m,0,0
Attacking_17,D. Lovren,28,55.71,7.46,29.18,18.68,0.18,0,0.67m,0.14,0.21
Attacking_17,A. Mooy,36,40.67,10.64,18.58,11,1.36,0.08,0.43m,0.19,0.19
Attacking_17,L. Koscielny,25,60.36,6.72,35.52,17.68,0.28,0,0.75m,0.08,0.2
Attacking_17,Adrián,19,9.05,0,8.79,0.21,0,0,2.24m,0,0
Attacking_17,A. Mawson,38,36.16,6.42,18.42,11.03,0.11,0.03,0.55m,0.13,0.29
Attacking_17,J. Matip,24,59.96,6.75,32.58,20.46,0.21,0,0.81m,0.08,0.29
Attacking_17,A. Rüdiger,27,55.78,11.26,27.89,16.37,0.07,0.04,0.65m,0.15,0.22
Attacking_17,M. Ryan,38,10.58,0,9.71,0.79,0,0,1.05m,0,0
Attacking_17,O. Romeu,34,44.21,9.82,20.12,14,0.65,0,0.48m,0.09,0.47
Attacking_17,J. Pickford,38,10.53,0,10.21,0.21,0.08,0,1.05m,0,0.03
Attacking_17,S. Mustafi,27,54.04,6.19,31.48,15.78,0.26,0.04,0.69m,0.19,0.15
Attacking_17,H. Maguire,38,34.95,4.66,20.79,9.34,0.42,0.08,0.53m,0.21,0.39
Attacking_17,E. Can,26,0,15.85,0,0,0.92,0.15,0m,0.31,0.54
Attacking_17,R. Mahrez,36,0,8.86,0,0,1.58,0.28,0m,1,0.5
Attacking_17,N. Monreal,28,0,11.18,0,0,0,0.07,0m,0.29,0.32
Attacking_17,A. Sánchez,31,0,10.13,0,0,0,0.19,0m,1.03,0.74
Attacking_17,F. Delph,22,0,23.41,0,0,0,0.09,0m,0.14,0.14
Attacking_17,X. Shaqiri,36,0,8.81,0,0,0,0.19,0m,0.86,0.56
Attacking_17,L. Milivojevic,36,0,9.53,0,0,0,0.03,0m,0.47,0.39
Attacking_17,T. Carroll,37,0,9.57,0,0,0,0.11,0m,0.08,0.22
Attacking_17,J. Milner,31,0,11.58,0,0,0,0.1,0m,0.16,0
Attacking_17,W. Hennessey,27,0,0,0,0.15,0.04,0,0m,0,0
Attacking_17,P. Groß,38,0,0,0,0,0,0.21,0m,0,0
Attacking_17,N. Aké,38,0,0,0,0,0,0.08,0m,0,0
Attacking_17,V. Kompany,17,0,0,0,0,0,0.06,0m,0,0
Attacking_17,K. Trippier,23,0,0,0,0,0,0.22,0m,0,0
Attacking_17,D. Alli,36,0,0,0,0,0,0.28,0m,0,0
Attacking_17,A. Robertson,22,0,0,0,0,0,0.23,0m,0,0
Attacking_17,O. Karnezis,15,6.87,0,6.8,0.07,0,0,2.81m,0,0
Attacking_17,K. Schmeichel,33,11.94,0,11.33,0.48,0.03,0,1.18m,0,0
Attacking_17,L. Fabianski,38,12.95,0,11.53,1.26,0.03,0,0.96m,0,0
Attacking_17,J. Speroni,11,8.64,0,8.27,0.27,0,0,3.63m,0,0
Attacking_17,L. Dunk,38,30.34,6.21,14.89,9.03,0.26,0,0.55m,0.21,0.21
Attacking_17,A. Christensen,27,0,4.44,0,0,0.15,0,0m,0.04,0.33
Attacking_17,M. Dembélé,28,0,10.36,0,0,0.57,0,0m,0.11,0.14
Attacking_17,J. Shelvey,30,0,8.43,0,0,1.27,0.07,0m,0.3,0.6
Attacking_17,L. Sané,32,0,15.91,0,0,1.78,0.47,0m,0.59,0.59
Attacking_17,B. Davies,29,0,11.45,0,0,0,0.21,0m,0.21,0.28
Attacking_17,I. Gueye,32,0,12.81,0,0,0,0.03,0m,0.22,0.31
Attacking_17,D. Pröpper,35,0,8.71,0,0,0,0.11,0m,0.14,0.6
Attacking_17,R. Sterling,33,0,15.73,0,0,0,0.33,0m,1.03,1
Attacking_17,J. Cork,38,0,10.58,0,0,0,0.03,0m,0.13,0.13
Attacking_17,J. Mata,26,0,14.54,0,0,0,0.19,0m,0.38,0.46
Attacking_17,G. Wijnaldum,32,0,13.28,0,0,0,0.06,0m,0.28,0.44
Attacking_17,M. Salah,36,0,8.97,0,0,0,0.28,0m,1.83,1.22
Attacking_17,M. Lanzini,27,0,13.26,0,0,0,0.22,0m,0.63,0
Attacking_17,R. Elliot,16,0,0,0,0.38,0,0,0m,0,0
Attacking_17,A. Valencia,31,0,0,0,0,0,0.03,0m,0,0
Attacking_17,C. Daniels,35,0,0,0,0,0,0.09,0m,0,0
Attacking_17,I. Gündogan,29,0,0,0,0,0,0.03,0m,0,0
Attacking_17,A. Ramsey,24,0,0,0,0,0,0.33,0m,0,0
Attacking_17,M. Alonso,33,0,0,0,0,0,0.06,0m,0,0
Attacking_17,S. Duffy,37,0,0,0,0,0,0.03,0m,0,0
Attacking_17,Y. Cabaye,31,0,0,0,0,0,0.03,0m,0,0
Attacking_17,W. Ndidi,33,0,0,0,0,0,0.09,0m,0,0
Attacking_17,A. Cresswell,36,0,0,0,0,0,0.17,0m,0,0
Attacking_17,H. Gomes,24,11.29,0,10.25,0.79,0,0,1.54m,0,0
Attacking_17,E. Jakupovic,02,9,0,8.5,0.5,0,0,19.77m,0,0
Attacking_17,T. Heaton,04,8.25,0,7.25,0.75,0,0,9.74m,0,0
Attacking_17,U. Hünemeier,01,0,1,0,0,0,0,0m,0,0
Attacking_17,W. Rooney,31,0,10.84,0,0,1.06,0.06,0m,0.55,0.65
Attacking_17,A. McCarthy,18,0,0,0,0,0,0,0m,0,0
Attacking_17,S. Francis,32,0,7.56,0,0,0,0,0m,0.03,0.19
Attacking_17,J. Allen,36,0,8.97,0,0,0,0.17,0m,0.11,0.31
Attacking_17,M. Noble,29,0,10.31,0,0,0,0,0m,0.21,0.17
Attacking_17,Zanka,38,0,5.76,0,0,0,0.05,0m,0.05,0.18
Attacking_17,J. Stones,18,0,6.39,0,0,0,0,0m,0.22,0.33
Attacking_17,C. Schindler,37,0,5.84,0,0,0,0.03,0m,0,0.22
Attacking_17,J. Gomez,23,0,16.04,0,0,0,0.09,0m,0,0.13
Attacking_17,A. Iwobi,26,0,14.65,0,0,0,0.19,0m,0.85,0.42
Attacking_17,D. De Gea,37,0,0,0,0,0.03,0,0m,0,0
Attacking_17,L. Cook,28,0,0,0,0,0,0.07,0m,0.07,0.29
Attacking_17,Willian,36,0,0,0,0,0,0.19,0m,0.67,0
Attacking_17,A. Surman,24,0,0,0,0,0,0.21,0m,0,0
Attacking_17,R. Bertrand,35,0,0,0,0,0,0.11,0m,0,0
Attacking_17,A. Townsend,36,0,0,0,0,0,0.17,0m,0,0
Attacking_17,J. Gudmundsson,35,0,0,0,0,0,0.2,0m,0,0
Attacking_17,F. Fernández,30,0,0,0,0,0,0.03,0m,0,0
Attacking_17,S. Mané,29,0,0,0,0,0,0.24,0m,0,0
Attacking_17,C. Brunt,24,0,0,0,0,0,0.29,0m,0,0
Attacking_17,A. Oxlade-Chamberlain,35,0,0,0,0,0,0.2,0m,0,0
Attacking_17,R. Firmino,37,0,0,0,0,0,0.16,0m,0,0
Attacking_17,K. Naughton,34,0,0,0,0,0,0.06,0m,0,0
Attacking_17,A. Young,29,0,0,0,0,0,0.14,0m,0,0
Attacking_17,M. Ritchie,35,0,0,0,0,0,0.14,0m,0,0
Attacking_17,J. Hogg,30,0,0,0,0,0,0,0m,0.07,0
Attacking_17,R. Klavan,19,0,0,0,0,0,0,0m,0.05,0
Attacking_17,H. Lloris,36,19.86,0,15.89,3.75,0,0,0.76m,0,0
Attacking_17,K. Darlow,10,11.3,0,10.8,0.3,0,0,3.64m,0,0
Attacking_17,G. Cahill,27,0,5.41,0,0,0.11,0,0m,0.11,0.19
Attacking_17,W. Hoedt,28,0,3.96,0,0,0.29,0,0m,0.07,0.36
Attacking_17,S. Cook,34,0,3.65,0,0,0.12,0,0m,0.18,0.35
Attacking_17,C. Smalling,29,0,4.1,0,0,0,0,0m,0.21,0.14
Attacking_17,A. Begovic,38,0,0,0,0,0.03,0,0m,0,0
Attacking_17,D. Tadic,36,0,0,0,0,0,0.08,0m,0.36,0.39
Attacking_17,H. Kane,36,0,0,0,0,0,0.06,0m,2.08,0
Attacking_17,S. Heung-Min,37,0,0,0,0,0,0.14,0m,0,0
Attacking_17,T. Cleverley,23,0,0,0,0,0,0.09,0m,0,0
Attacking_17,M. Albrighton,33,0,0,0,0,0,0.21,0m,0,0
Attacking_17,S. Kolasinac,27,0,0,0,0,0,0.15,0m,0,0
Attacking_17,D. Fletcher,27,0,0,0,0,0,0.04,0m,0,0
Attacking_17,S. Defour,24,0,0,0,0,0,0.04,0m,0,0
Attacking_17,H. Mkhitaryan,26,0,0,0,0,0,0.35,0m,0,0
Attacking_17,Danilo,22,0,0,0,0,0,0.05,0m,0,0
Attacking_17,F. Lejeune,24,0,0,0,0,0,0.08,0m,0,0
Attacking_17,J. Livermore,33,0,0,0,0,0,0.06,0m,0,0
Attacking_17,T. Alexander-Arnold,19,0,0,0,0,0,0.05,0m,0,0
Attacking_17,B. Silva,32,0,0,0,0,0,0.13,0m,0,0
Attacking_17,K. Sung-yueng,25,0,0,0,0,0,0.08,0m,0,0
Attacking_17,T. Bakayoko,29,0,0,0,0,0,0.03,0m,0,0
Attacking_17,C. Soares,32,0,0,0,0,0,0.09,0m,0,0
Attacking_17,A. Knockaert,33,0,0,0,0,0,0.03,0m,0,0
Attacking_17,Coutinho,13,0,0,0,0,0,0.46,0m,0,0
Attacking_17,M. Lemina,25,0,0,0,0,0,0.04,0m,0,0
Attacking_17,T. Alderweireld,14,0,0,0,0,0,0,0m,0.07,0.57
Attacking_17,M. Keane,30,0,0,0,0,0,0,0m,0.03,0
Attacking_17,L. Grant,03,11.33,0,10.33,1,0,0,12.18m,0,0
Attacking_17,T. Courtois,35,18.63,0,12.69,5.6,0,0,0.78m,0,0
Attacking_17,F. Forster,20,8.05,0,7.2,0.65,0,0,1.72m,0,0
Attacking_17,P. Jones,23,0,6.09,0,0,0.09,0,0m,0,0.09
Attacking_17,A. Hegazi,38,0,3.05,0,0,0.16,0,0m,0.11,0.26
Attacking_17,J. Tarkowski,31,0,4.26,0,0,0,0,0m,0.13,0.32
Attacking_17,B. Mee,29,0,4.1,0,0,0,0,0m,0.24,0.41
Attacking_17,M. Yoshida,24,0,4.46,0,0,0,0,0m,0.17,0.46
Attacking_17,Ederson,36,0,0,0,0,0.03,0,0m,0,0
Attacking_17,N. Redmond,31,0,0,0,0,0,0.1,0m,0,0
Attacking_17,J. Evans,28,0,0,0,0,0,0.04,0m,0,0
Attacking_17,R. Fraser,26,0,0,0,0,0,0.12,0m,0,0
Attacking_17,J. McArthur,32,0,0,0,0,0,0.03,0m,0,0
Attacking_17,J. Lingard,32,0,0,0,0,0,0.13,0m,0,0
Attacking_17,D. Gosling,28,0,0,0,0,0,0.04,0m,0,0
Attacking_17,J. Holebas,28,0,0,0,0,0,0.14,0m,0,0
Attacking_17,P. Zabaleta,37,0,0,0,0,0,0.03,0m,0,0
Attacking_17,J. Ibe,32,0,0,0,0,0,0.19,0m,0,0
Attacking_17,Ander,26,0,0,0,0,0,0.04,0m,0,0
Attacking_17,A. Smith,27,0,0,0,0,0,0.11,0m,0,0
Attacking_17,G. Barry,25,0,0,0,0,0,0.04,0m,0,0
Attacking_17,J. Ward-Prowse,30,0,0,0,0,0,0.1,0m,0,0
Attacking_17,M. Sissoko,30,0,0,0,0,0,0.03,0m,0,0
Attacking_17,M. Olsson,36,0,0,0,0,0,0.03,0m,0,0
Attacking_17,V. Moses,28,0,0,0,0,0,0.11,0m,0,0
Attacking_17,M. Elneny,13,0,0,0,0,0,0.08,0m,0,0
Attacking_17,S. Clucas,28,0,0,0,0,0,0.04,0m,0,0
Attacking_17,J. Hendrick,34,0,0,0,0,0,0.03,0m,0,0
Attacking_17,K. Gibbs,33,0,0,0,0,0,0.03,0m,0,0
Attacking_17,P. Højbjerg,23,0,0,0,0,0,0,0m,0.26,0
Attacking_17,A. Ogbonna,32,0,0,0,0,0,0,0m,0.06,0
Attacking_17,S. Romero,01,11,0,9,2,0,0,34.09m,0,0
Attacking_17,P. Cech,34,13.88,0,11.53,2.09,0,0,0.83m,0,0
Attacking_17,P. Jagielka,24,0,6.75,0,0,0.04,0,0m,0.08,0.13
Attacking_17,J. Lascelles,33,0,4.45,0,0,0.18,0,0m,0.24,0.12
Attacking_17,S. Davis,23,0,10.74,0,0,0,0,0m,0.17,0.22
Attacking_17,M. Schneiderlin,30,0,7.27,0,0,0,0,0m,0,0.1
Attacking_17,K. Zouma,34,0,4.5,0,0,0,0,0m,0.21,0.21
